epoch,lr-AdamW,step,train/chroma_l1_step,train/kl_step,train/l1_step,train/loss_step,train/lpips_step,train/sat_recon_step,train/sat_target_step
,4.623999400308057e-07,46254,,,,,,,
78,,46274,0.09644921123981476,0.24907347559928894,0.15563169121742249,2.4967751502990723,0.3898666501045227,0.6922711133956909,0.7084986567497253
