epoch,lr-AdamW,step,train/kl_epoch,train/kl_step,train/l1_epoch,train/l1_step,train/loss_epoch,train/loss_step,train/lpips_epoch,train/lpips_step,val/kl,val/l1,val/loss,val/lpips
,0.0003,0,,,,,,,,,,,,
0,,24,,0.3752416968345642,,0.3700234591960907,,4.641731262207031,,0.80078125,,,,
0,,49,,0.507628321647644,,0.3227349817752838,,4.120835304260254,,0.703125,,,,
0,,74,,0.4177531599998474,,0.3696805238723755,,4.521430969238281,,0.66796875,,,,
0,,99,,0.6737183332443237,,0.2939251661300659,,3.8208022117614746,,0.62890625,,,,
0,,124,,0.6742168068885803,,0.26818209886550903,,3.512777090072632,,0.578125,,,,
0,,149,,0.6565423011779785,,0.30014169216156006,,3.8296515941619873,,0.58203125,,,,
0,,174,,0.535353422164917,,0.26547861099243164,,3.457106113433838,,0.6015625,,,,
0,,199,,0.48849964141845703,,0.23805642127990723,,3.184845447540283,,0.62109375,,,,
0,,224,,0.5544913411140442,,0.23402468860149384,,3.1458373069763184,,0.59765625,,,,
0,,249,,0.6806023120880127,,0.22038719058036804,,3.0489416122436523,,0.58984375,,,,
0,,274,,0.5965487957000732,,0.24345175921916962,,3.2519733905792236,,0.59375,,,,
0,,299,,0.7091634273529053,,0.16950446367263794,,2.5312933921813965,,0.5703125,,,,
0,,324,,0.7481171488761902,,0.2059866189956665,,2.9302539825439453,,0.58984375,,,,
0,,349,,0.7754717469215393,,0.21175339818000793,,2.9786484241485596,,0.5703125,,,,
0,,374,,0.7293673753738403,,0.18030580878257751,,2.650789737701416,,0.57421875,,,,
0,,399,,0.8329217433929443,,0.17908743023872375,,2.642282485961914,,0.5390625,,,,
0,,424,,0.8251981735229492,,0.19120042026042938,,2.7370786666870117,,0.515625,,,,
0,,449,,0.6871123313903809,,0.2168310582637787,,2.9962902069091797,,0.5703125,,,,
0,,474,,0.7812408208847046,,0.16873174905776978,,2.449032783508301,,0.46875,,,,
0,,499,,0.7999002933502197,,0.24307048320770264,,3.3048861026763916,,0.57421875,,,,
0,,524,,0.8148472309112549,,0.16836345195770264,,2.4970147609710693,,0.5078125,,,,
0,,549,,0.9079121947288513,,0.20126581192016602,,2.8804688453674316,,0.52734375,,,,
0,,574,,0.757190465927124,,0.1687779724597931,,2.461960554122925,,0.490234375,,,,
0,,592,,,,,,,,,0.8621727824211121,0.19618351757526398,5.09641695022583,0.5480625033378601
0,,592,0.6909109950065613,,0.24653013050556183,,3.3052942752838135,,0.580901563167572,,,,,
,0.00029988435543610843,593,,,,,,,,,,,,
1,,599,,0.6515429019927979,,0.17959463596343994,,2.8002285957336426,,0.515625,,,,
1,,624,,0.5510528087615967,,0.23226970434188843,,3.2828617095947266,,0.546875,,,,
1,,649,,0.5771883726119995,,0.15940719842910767,,2.538681983947754,,0.51171875,,,,
1,,674,,0.5377031564712524,,0.19022318720817566,,2.821134328842163,,0.515625,,,,
1,,699,,0.5369205474853516,,0.19464120268821716,,2.87253999710083,,0.5234375,,,,
1,,724,,0.6045154333114624,,0.20267367362976074,,2.991842031478882,,0.51171875,,,,
1,,749,,0.6481857895851135,,0.22220855951309204,,3.2023653984069824,,0.494140625,,,,
1,,774,,0.576917290687561,,0.23052775859832764,,3.2887468338012695,,0.55078125,,,,
1,,799,,0.46545106172561646,,0.13574552536010742,,2.222168445587158,,0.515625,,,,
1,,824,,0.5206079483032227,,0.21107935905456543,,3.0442183017730713,,0.54296875,,,,
1,,849,,0.6246281862258911,,0.16522125899791718,,2.6245899200439453,,0.50390625,,,,
1,,874,,0.5052900910377502,,0.15184301137924194,,2.401304006576538,,0.50390625,,,,
1,,899,,0.7623054385185242,,0.17915081977844238,,2.8515186309814453,,0.48828125,,,,
1,,924,,0.7041447758674622,,0.15801231563091278,,2.580888032913208,,0.47265625,,,,
1,,949,,0.5481934547424316,,0.20769965648651123,,2.9998602867126465,,0.51171875,,,,
1,,974,,0.5568040609359741,,0.1613227128982544,,2.542548894882202,,0.51171875,,,,
1,,999,,0.5546737909317017,,0.09953606128692627,,1.8371472358703613,,0.42578125,,,,
1,,1024,,0.6254281997680664,,0.23297393321990967,,3.3222479820251465,,0.5234375,,,,
1,,1049,,0.5868997573852539,,0.1391870230436325,,2.310560703277588,,0.478515625,,,,
1,,1074,,0.4865598678588867,,0.15247009694576263,,2.4130585193634033,,0.5234375,,,,
1,,1099,,0.6804629564285278,,0.16651806235313416,,2.648184299468994,,0.47265625,,,,
1,,1124,,0.5743411779403687,,0.16986164450645447,,2.6176536083221436,,0.48828125,,,,
1,,1149,,0.6580798625946045,,0.15344743430614471,,2.479206085205078,,0.451171875,,,,
1,,1174,,0.6905918121337891,,0.1865641176700592,,2.844522476196289,,0.4609375,,,,
1,,1185,,,,,,,,,0.5684049129486084,0.1994626224040985,4.2372307777404785,0.5373906493186951
1,,1185,0.5931018590927124,,0.18093885481357574,,2.76041316986084,,0.5061986446380615,,,,,
,0.00029953760005996916,1186,,,,,,,,,,,,
2,,1199,,0.4291260838508606,,0.15669843554496765,,2.5536575317382812,,0.50390625,,,,
2,,1224,,0.38744109869003296,,0.14865705370903015,,2.4419732093811035,,0.51953125,,,,
2,,1249,,0.46988803148269653,,0.15655452013015747,,2.5785441398620605,,0.484375,,,,
2,,1274,,0.4186798334121704,,0.2340392768383026,,3.3660950660705566,,0.5546875,,,,
2,,1299,,0.4260241389274597,,0.15471947193145752,,2.5245187282562256,,0.498046875,,,,
2,,1324,,0.4718513488769531,,0.16682521998882294,,2.689319372177124,,0.490234375,,,,
2,,1349,,0.5424255728721619,,0.2193547487258911,,3.323307514190674,,0.51953125,,,,
2,,1374,,0.4381518065929413,,0.1815423220396042,,2.8435003757476807,,0.53515625,,,,
2,,1399,,0.45118165016174316,,0.1579534411430359,,2.559770107269287,,0.47265625,,,,
2,,1424,,0.4332468509674072,,0.1510949432849884,,2.49053955078125,,0.4921875,,,,
2,,1449,,0.38256800174713135,,0.16152340173721313,,2.5807790756225586,,0.53515625,,,,
2,,1474,,0.5565551519393921,,0.18996986746788025,,3.0101983547210693,,0.484375,,,,
2,,1499,,0.5002433061599731,,0.2540634572505951,,3.6385645866394043,,0.53515625,,,,
2,,1524,,0.5159733295440674,,0.16370785236358643,,2.692157745361328,,0.474609375,,,,
2,,1549,,0.3995954990386963,,0.19225239753723145,,2.9111313819885254,,0.5390625,,,,
2,,1574,,0.3966946005821228,,0.1541692316532135,,2.456723690032959,,0.46875,,,,
